headword	text	sense1	sense2	sense3	sense4	sense5	sense6	sense7
lodička-n	Protože ale nechtěla přijít o kšefty, klidně nazula <lodičky>, nechala si napíchat injekce na bolest a přehlídky odchodila.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Dřevěný výřez ve tvaru skořápkových <lodiček> lodiček	a1.s1	a2.s3	a3.s3	a4.s2	a5.s1	a6.s3	a7.s1
lodička-n	Já se nikomu nesměju, oni ani nevědí, jakou mi udělají radost, když mi prostě napíše někdo, kdo je o dvacet let mladší než já, a zve mě na oběd, na kafe, na projížďku na <lodičce>," svěřila se Žilková.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Zajímavý je i takový výlet na <lodičkách> kolem pevnosti.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Varasoaia Dopoledne hlídáme stany, takže spíme dlouho, pouštíme <lodičky> a jsme schovaní ve stanu, protože pořád mírně prší.	a1.s1	a2.s3	a3.s3	a4.s3	a5.s1	a6.s3	a7.s1
lodička-n	Tak jsem si tak říkal, že zavážecími <lodičkami> na dálkové ovládání, které jsou už tak drahou vymožeností pro kapraře, to skončí, ale to jsem se hluboce mýlil.	a1.s1	a2.s1	a3.s4	a4.sx	a5.s1	a6.s1	a7.sx
lodička-n	A za mě ponožky do <lodiček> taky ne. než s tím přišli návrháři, byl to pro všechny tyhle bloggeríny hrozný přehmat a kekel a kdesi cosi a teď to nosí, přičemž předtím to naprosto odsuzovaly... A Chiaru nemám ráda... Občas mi z jejích kombinací připadá, že se dovolává pozornosti...	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Soutěsky Hřensko, to je romantická plavba na <lodičkách> řeky Kamenice.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Děti běhají kolem fontány, nadšeně posouvají <lodičky> po vodě, zatímco rodiče sedí na pohodlných židličkách, kde se dá krásně číst a nebo klidně spát.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	<Lodičky> nebo baleríny, k pohodlnému OOTD by to bylo vážně super pohodlné.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Potom si puštěli doma <lodičky> se svíčkama.	a1.s1	a2.s3	a3.s3	a4.sx	a5.s1	a6.s3	a7.s1
lodička-n	Připravovali jsme si program k táboráku, já s Ríšou jsme si vyřezávali <lodičku>.	a1.s1	a2.s3	a3.s3	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Taky bych hrozně ráda nosila podpatky, noha v <lodičkách> vypadá nádherně, ale po mnoha letech nošení se mě uvolnily kotníky , když mám vyšší podpatek tak padám je to stašně nepříjemné a nikomu to nepřeji.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Piccadilly <lodičky> - bílé s volnou patou	a1.s2	a2.s2	a3.s2	a4.s1	a5.s1	a6.s2	a7.s2
lodička-n	Kožené <lodičky> pak mohou mít hladkou či semišovou strukturu.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Nesmrtelné bílé conversky, skinny jeany, černé a bílé tričko, pruhované černo-bílé tričko, béžové <lodičky>, černé kotníčkové kozačky, černo-bílý kabát, černé balerínky a šedý kardigan.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
lodička-n	Na nohy by si měly vzít nelesklé punčochy a <lodičky>.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	K celému outfitu neodmyslitelně patří pěkné botky a nemohla jsem si nevšimnout, že letošní sezóna přeje <lodičkám> do špičky.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
lodička-n	Na jejím provozu je obec, která provozuje plavbu na <lodičkách> v soutěskách říčky Kamenice, finančně závislá.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.sx
lodička-n	Je zde evidováno 61 adres.[4] V roce 2011 zde trvale žilo osmdesát obyvatel.[5] Každoročně se zde koná Benátská noc, kde se jezdí na <lodičkách> po místním rybníku. 30. srpna 2015 se konalo setkání nítovických rodáků, kde se jich sešlo téměř 150.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Stůl byl vysoký. "To taky spravíme," zamumlal natěšeně, jat náhlou inspirací: když se vrátil, měl v rukách ty šílené jehlové <lodičky>, které si za pár šupů koupila k jeho potěše a od chvíle první ostudy je už nikdy nevytáhla.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Zde naleznete výborné podmínky ke koupání na atraktivních písečných plážích - skvělé koupání, půjčovna <lodiček> a windsurfingu.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	no třeba já je věším do komína, tam je jim nejlíp _________________ MOJE GALERIE některý ženský jsou strašně dětinský... nedávno mi jedna vlezla do koupelny a potopila všechny moje <lodičky>...	a1.s1	a2.s3	a3.s3	a4.s5	a5.s1	a6.s6	a7.s1
lodička-n	Současně si mohou návštěvníci připomenout vánoční zvyky, jako je pouštění <lodiček>, zdobení perníků, lití olova či krájení jablek. ⋌	a1.s1	a2.s3	a3.s3	a4.s2	a5.s1	a6.s3	a7.s1
lodička-n	Součástí kempu jsou tři rybníky, které jsou propojené kanály, a dá se po nich projíždět na <lodičkách>.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Pamatuji si, že když jsem byla menší, byla u nás taková tradice, že před večeří jsme vždy překrojili napůl jablko (uvnitř se pokaždé skrývala taková krásná hvězdička), anebo jsme pouštěli ve vaně ořechové <lodičky>.	a1.s1	a2.s3	a3.s3	a4.s3	a5.s1	a6.s3	a7.s1
lodička-n	Kemp Podhájí se nachází na břehu rybníka, kde je možno se koupat, projíždět na <lodičkách> či šlapadle nebo chytat ryby.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Rybník Olšovec nabízí možnost koupání, zapůjčení <lodiček> i šlapadel a také sportovní rybolov.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	<Lodička> od Pelikána Mam amatérský dotaz: je pravda že lodičky s kormidlem umístěným na staně (třeba co dodává Pelikán) zatáčí jen na jednu starnu ?	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1	a6.s1	a7.sx
lodička-n	Čtu to tady poměrně poctivě, abych věděl, zda zůstat s <lodičkou> na rybníku, nebo se plnou silou vrhnout do stavby Blaníka.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Podrobnosti o produktu TEE06/W-38 bílé lodičky na platformě Teeze-06-W - Velikost 38 Vysoké <lodičky> na platformě Teeze na úzkém podpatku a vysoké platformě, vnitřní stélka je ozdobena nádherným malováním.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
lodička-n	Obsazení Ani Geislerové do role hlavy státu v sukních a <lodičkách> byla jasná volba. "Nikdy jsem nepřemýšlel o nikom jiném.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Když lodička zůstala např. u břehu, znamenalo to, že toho, kdo jí vypustil, v příštím roce nečekají žádné významné změny, komu vydrží <lodička> plout nejdéle a nepotopí se, toho čeká dlouhý a šťastný život.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Asi nejsem ženská - nová kniha autorky Marcely Mlynářové volně navazuje na knihu Z <lodiček> do holin.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Vstupné do navštívených objektů, vláčky, lanovky, MHD, <lodičky> u výletů nejsou zahrnuty v ceně zájezdu, pokud není v odstavci "cena zahrnuje" výslovně uvedeno jinak.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Brit se hodí i k proměnlivému jarnímu počasí: lehký kabátek, <lodičky> na vysokém podpadku a ta nádherná vůně... Ne léto jsou moc pěkné DG Light Blue a Premier Jour od Nina Ricci.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Možnost půjčení <lodiček>, paddelboardu, lehátka na vodu ZDARMA!!! Lehátka na pláži a slunečníky zdarma.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	Vnitřní podšívka <lodiček> je celokožená, nášlapná stélka je lehce vyměkčena pro příjemnější nošení.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Podrobnosti o produktu PUMP420/B-39 černé společenské lodičky Pump-420-b - Velikost 39 Černé lakované <lodičky> Pump-420-b s podpatkem, jehož výška je vhodná i na nošení po delší dobu.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
lodička-n	K hradu vede most přes vodní kanál, kde normálně plují <lodičky> a dokonce jsou tu i zrcadla jako na některých našich křižovatkách, to se mi docela líbilo. :) Mostek je hodně exponované místo a skoro neustále se tudy valily davy lidí, které se za hradní bránou ani moc nerozplynuly, tak jsme si na zmrzlinu museli vystát frontu. ;) Ale stálo to za to, mňám. :))	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	Dámské <lodičky> Piccadilly, šedočerné s hadím vzorem.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	A také půjčují <lodičky>, což je další plus, protože se můžete sebrat a dopádlovat si třeba na Radavu pro pivo.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	Adršpach - I přes chumelenici posledních dvou dnů se už v pátek 21. března mohou návštěvníci Adršpašského skalního města projet na <lodičkách> po skalním jezírku.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	mě dost často udivují ženy kolem 40-50 let, ve sportovní bundě a na nohách <lodičky>.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Když k ní přidám svoje nejpohodlnější <lodičky> na klínku a celé to doladím klasickou červenou rtěnkou...nemůžu se na sebe vynadívat...:D Ne, dělám si srandu..:DDD Budu ráda, kdyby jsi si mě vybrala..:) S podravem Jaruš. :)	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	půjčování <lodiček>	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	Penzion Ratmírák je rodinný penzion, apartmány jsou vystavěny nad hladinou Ratmírovského rybníka, kde se můžete i vykoupat, nebo povozit na <lodičce>, šlapadle, nebo paddleboardu.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Malé upozornění - dámy v <lodičkách> tam nechoďte.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	U jezera si lze zapůjčit <lodičky> (25 euro na 1 hod) - je to prima, stihnete dojet na ostrůvek a zpět.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s2
lodička-n	Prodám tmavě modré, kožené <lodičky> Tamaris vel. 38.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	My jsme si tak trochu zavěštili pomocí hrnečků, <lodiček> ze skořápek či jablíčka.	a1.s1	a2.s3	a3.s3	a4.s3	a5.s1	a6.s3	a7.s1
lodička-n	Pokud si ty částice představím jako malé míčky a ty vlny jako vlny ve vodě, tak mohu na základě svých zkušeností s ježděním na <lodičce> dokonce též logicky odvodit, že čím rychleji se částice pohybují, tím více působí směrem proti vlnám a vlastně je zpomalují.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	V průběhu léta si tak mohou děti například vyzkoušet vyrobit <lodičku> z papíru, vytvořit svoji vlastní voňavku, zajít na zmrzlinu, připravit snídani a podobně.	a1.s1	a2.s3	a3.s3	a4.s6	a5.s1	a6.s1	a7.s1
lodička-n	Ona vsadila na klasiku v podobě krátkých černých šatů a <lodiček>, zpěvák měl perfektně padnoucí oblek modré barvy.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Tyto šaty se dají snadno kombinovat s teniskami nebo <lodičkami>.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Přízemní mrazík se zlehka kradl kolem podpatků <lodiček> i mokasínů, ale nás mrazilo spíše nedočkavostí.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Při břehu se na něj nalákavají jen plotice, Čtyřlístek proto nasedne na <lodičky> a jde lovit do prostředka říčky.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Uvelebte se v tomto originálním křesle ve tvaru dámské <lodičky> a dopřejte si pořádnou relaxaci!	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Anebo vsadit na osvědčené kozačky nebo <lodičky> a jináč nic?	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Odpočiňte si na konci léta, svezte se na <lodičce>, dejte si meruňkové knedlíky a zapijte je ryzlinkem.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	A je jedno, jestli outfit doplníte <lodičkami> s podpatky nebo pohodlnými teniskami.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Neváhají prý servat váženému hostu z nohou elegantní polobotky, které se tak úžasně hodí k šik obleku, a nazout mu pantofle z vietnamského tržiště, či dámě sundat <lodičky> na jehlách a nahradit je oválenými háčkovanými bačkorami s bambulkou.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Vím, že nude <lodičky> už je dnes taková klasika, že bych to snad ani neměla vypouštět z klávesnice, když ale mně se prostě líbí.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Téměř nenošené <lodičky>, černé, provedení semiš a lesk.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	A na poslední fotce podpora Týny, která se učí chodit v <lodičkách>.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	V těchto místech se nachází soustava rybníků na Slavonickém potoku, která nabízí koupání v přírodě, a to zejména rybníky Dědkův, Starý, Vožralý a Bejčkův, na kterém je možné se povozit na <lodičkách>.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Deštný prales z vratké <lodičky>	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.sx
lodička-n	Zpátky jsme se vydali údolím řeky Kamenice a svezli se <lodičkou> Edmundovou (Tichou) a Divokou soutěskou, které tvoří kaňon lemovaný skalami z pískovce.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Plán byl jet na romantickou vyjížďku <lodičkou> po Vltavě.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Vhodné pro děti od 0+ Různé barvy lodičky Popis: <Lodička> do vany s kačenkou.	a1.s1	a2.s3	a3.s3	a4.s5	a5.s1	a6.s6	a7.s1
lodička-n	G2 RADIAL SMRK-vyspravovací lodička 500ks/bal.68x13x8mm husoleté - rozměr : 68x13x8mm kvalita : výběr 1A Vyspravovací <lodičky> slouží k vyspravení z... celý popis	a1.s1	a2.s4	a3.s6	a4.sx	a5.s2	a6.s5	a7.sx
lodička-n	Do cuketových <lodiček> nasypte nejdřív směs slaniny, jahel a cibule, potom zalijte rozšlehaným vejcem a nakonec zasypte parmezánem.	a1.s3	a2.s5	a3.s5	a4.s4	a5.s3	a6.s4	a7.s3
lodička-n	Pod dlouhou proužkovanou košilí má krátké džínové šortky, chladné grafické šponovky a semišové <lodičky> na platformě.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	cyklostezka, lanové centrum, jízda na koních, plavba na <lodičkách> po skalním jezírku?	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Ve středu rybníka jsme viděli ostrov, kolem kterého se dá na <lodičce> projet, ale nesmí se tam vstupovat.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Mě bylo tehdy sotva 20 let a jen několik málo měsíců jsem věděl že se mi líbí muži a nejen to moje kolegyně nosily sexy kostýmky a <lodičky> a já jsem ch [...]	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Brašny z jemné kůže po odepnutí slouží jako diplomatky, které ladí s decentními polobotkami či <lodičkami>.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	A nezapomeňte – pokud se neprojedete v <lodičce> po kanálu a nenavštívíte větrný mlýn, jako byste v Amsterdamu vůbec nebyli.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	Něžné <lodičky> s otevřenou patou jsou nevšední svým dezénem a noblesní pro svůj ladný střih.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Ačkoliv podle nejnovější módy jsou barevné ponožky v <lodičkách> hravé, svěží a cool, muži zcela zásadně nesouhlasí.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Je zde hřiště, ohniště i přístaviště <lodiček>.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	A děvčata z Litomyšle už mají na svých stránkách taky povídání a jednotlivé fotogalerie, zavítejte i tam, jelikož některé z nich absolvovaly jiné atrakce než naše trio, např. se svezly na <lodičkách> v Malých Benátkách v Colmaru a prošli si Malou Paříž ve Štrasburku.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Je pravda, že většinu času u netu trávím hledáním historie počasí a pranostik... Budu mít saténové <lodičky> a tak se docela děsím deště... :-) To s tím bublifukem máš pravdu... V jedno, salonu mi paní dokonce řekla, že bublifuk v žádném případě... Nevybavujete si počasí minulý rok?	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Během celého odpoledne i večera, kdy akce probíhá, se na Boreckém rybníku mohou zájemci svézt na <lodičkách> a raftech. "Některá plavidla jsou soukromá, ale především jsme navázali spolupráci s vodáckým oddílem Domu dětí a mládeže v Rokycanech.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Mezi oblíbené výlety patří také plavba na <lodičkách> po říčce Kamenici Edmundovou a Divokou soutěskou.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	K oblibě přispívala možnost projet se na <lodičkách> nebo večerní slavnosti za svitu lampionů, romanticky ozařujících parket nad vodní hladinou.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Mám ráda jednoduché elegantní boty s pohodlným 3-5 cm vysokým podpatkem: na jaro/léto <lodičky> s páskem (s přezkou, žádný suchý zip), na podzim kotníčkové boty a na zimu (polo)kozačky - pokud možno inspirované 19. stoletím.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	V Račicích vás jistě upoutá zámek, v Pístovicích si zase můžete na místním rybníku vypůjčit <lodičky> či šlapadla, případně využít i zdejších možností k občerstvení.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	Stačí doplnit o jednoduché tílko, legíny, dle nálady obout <lodičky> či tenisky a s nezbytně ladící taškou račte směle vyrazit na nákup.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	I když já to myslela spíš z estetického hlediska - vypadá ladněji nožka v botasce nebo balerínce nebo <lodičce>???	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Z Vrbosky a Jelsy, příp. i FKK-kempu se plaví na <lodičkách> zejména naturisté na ostrůvek Zečevo, který je deklarován jako FKK, ve skutečnosti zde potkáte jak nudisty, tak textiláky.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Piccadilly <lodičky> černé lakované nízký širší podpatek	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	V souboji mezi Petřínskou rozhlednou a <lodičkami> na Vltavě vyhrají lodičky.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Inspiruji se těmi léty, ale budu se snažit propojit je se současnými trendy (bomber, špičaté <lodičky>, kůže).	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
lodička-n	Liška si tak najednou pluje v <lodičce>.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Hledáte pohodlný a stylový kompromis mezi sandály a <lodičkami>?	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Kéž bych to dokázal říci radostně, odhodlaně, bez resignace, bez závisti vůči tomu, jehož <lodička> pluje zdánlivě úspěšněji, rychleji, jistěji.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	Zkombinujte <lodičky> se zaoblenou špičkou a rozšířenou sukní nebo šaty a takto zamaskujete chlapeckou postavu.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Podrobnosti o produktu SEXY20/BLPCP-36 <lodičky> na vysokém podpatku Sexy-20-blucp - Velikost 36 Dámské modré lodičky na úzkém vysokém jehlovém podpatku Sexy.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	<Lodička> či šlapadlo vás vyjde na 150 Kč za hodinu.	a1.s1	a2.s1	a3.s2	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	To uslyšev Ježíš, plavil se odtud na <lodičce> na místo pusté soukromí.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	,jakoby otéká.Zajímalo by mě,co to může být,u doktora si nikdy nevzpomenu.Hlavně v páskových <lodičkách> to vypadá divně.Syn má něco podobného,jen menší,taky od dětství..Je mu 25.Děkuji	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Královnička minimalistického stylu, princezna kostýmků a <lodiček> na nízkém podpatku vyžaduje po svém boku nebojácného a trpělivého muže.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Stejně tak <lodičky> plout anebo ne.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
