headword	text	sense1	sense2	sense3	sense4	sense5	sense6	sense7
bomba-n	Rehabilitamos el helipuerto de 600 m2 de superficie, retirando los rellenos existentes y sustituyendo por concreto aligerado con inclusión de aire mediante <bomba> estacionaria a 50 metros de altura sobre el nivel de la calle, cubriendo con resina sintética de poliuretano, adecuándonos a la señalización reglamentaria y a las normas aeronáuticas nacionales e internacionales.	a1.sx	a2.s3	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Es cierto que las <bombas> explotan en el aire, pero no es menos ciertos que al salir lo hacen desde una especie de tubos que estaban apoyados en el firme del paseo del monumento y que alguna reacción eso tenía que provocar.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	En cuanto al mantenimiento técnico, no hemos dejado de trabajar para que las distintas <bombas> y filtros se mantengan funcionales; lo mismo las piscinas, en cuanto a la aplicación de cloro y alguicidas, el cuidado de las tuberías y los niveles de agua, pues si dejáramos de hacerlo posteriormente sería muy costoso volver a activarlas.	a1.sx	a2.sx	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Si no es posible por cirugía muchos médicos consideran el uso de <bombas> de vacío que se colocan sobre el pene y permiten bombear la sangre hacia el miembro de manera artificial durante el tiempo necesario para llevar a cabo el acto sexual.	a1.s2	a2.s3	a3.s17	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	CALIDADES: Solería de mármol, puertas interiores de madera wengue, cerramientos exteriores de aluminio, aire acondicionado mediante <bomba> de frío/calor por split cada habitación ( gran ahorro energético), cocina amueblada..	a1.s2	a2.s2	a3.s2	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Esta <bomba> está disponible en varios modelos.	a1.sx	a2.sx	a3.s4	a4.s1	a5.s1	a6.sx	a7.sx
bomba-n	El jacuzzy llevara inyectores de agua a presión mediante una <bomba> de 1, 5 CV independiente capaz de alimentar a 8 inyectores de agua regulables mezcladores con aire tipo venturi, que irán localizados en la zona de los asientos.	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.sx	a7.s1
bomba-n	03 de mayo de 1979: FALN estalló una <bomba> fuera de la Teatro de Shubert en Chicago, hiriendo a cinco personas.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	El asalto a Stalingrado comenzó el 23 de Agosto cuando la Cuarta Flota Aérea alemana soltó 1.000 toneladas de <bombas> sobre la ciudad.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Una de ellas muestra al profeta Mahoma con una <bomba> con la mecha prendida sobre su turbante.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	En el caso de acoplamientos sujetos a grandes esfuerzos (velocidades relativas elevadas, cargas fuertes y temperaturas altas) la capa de lubricante debe renovarse continuamente, para lo cual se recurre a la circulación forzada mediante una <bomba>.	a1.sx	a2.s1	a3.s3	a4.s3	a5.s1	a6.sx	a7.s1
bomba-n	- Comprobar que el cable de mando 1 está tenso y que la palanca 2 está en posición máxima empujándola hacia la parte trasera de la <bomba> inyectora (flecha)	a1.s2	a2.s3	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	El uso de esta <bomba> para el pene es simple y funciona con seguridad bajo el agua en la hidroterapia.	a1.s9	a2.s4	a3.s6	a4.s4	a5.s1	a6.s2	a7.s1
bomba-n	OTROS Barrera flotante: sin necesidad de anclaje en el suelo Preparada para ser conectada a <bomba> dosificadora Panel superior, tambor y cuba en acero inoxidable AISI 304 Mueble exterior en acero inoxidable AISI 430 Variador de frequencia para controlar el desequilibrio Certificaciones CE	a1.s2	a2.sx	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Para el VRAEM no necesitas llevar toneladas de <bombas> bajo la alas, sino por el contrario, aplicación precisa y limitada de capacidad destructiva (las instalaciones de los malos usualmente están ubicadas cerca de cosas que no quieres destruir).	a1.sx	a2.sx	a3.s1	a4.s2	a5.s2	a6.sx	a7.s2
bomba-n	<Bomba> para agua.	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	agua de refrigeracion Charlie,la <bomba> es para eso,y unica,en ese calibre,solo eeuu,uso bomba de agua manual,pero en la .50,refrigerada por agua...en la jerga,cuando se refrigera por agua y no por aire,se dice que la ametralladora tiene " water jacket" (muy original)	a1.sx	a2.sx	a3.s4	a4.s1	a5.sx	a6.sx	a7.s2
bomba-n	La limpieza de su actuación queda recogida en un documento de inestimable valor, que pudiera considerarse el testamento político de su autor, fallecido al siguiente día de escribirlo, destrozado por una <bomba>.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.sx	a7.s2
bomba-n	El general MacArthur estaba a cargo y quería lanzar <bombas> atómicas sobre los chinos.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Fuerte condena de Adepa a un ataque con <bombas> molotov contra Clarín	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Diversos Usos: El motor de la bomba de filtro se usa ampliamente en piscinas aguas termales, piscinas de spa, parques de atracciones acuáticos, etc. Motor de Cobre de 1 Hp: La <bomba> para piscina tiene un motor de cobre puro de 1 HP, que puede lograr un funcionamiento potente y estable para proporcionar un alto flujo y altura.	a1.s2	a2.s5	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Poco antes, un portavoz de la policía provincial informó de la explosión. "Explotó una <bomba> esta mañana, pero no conozco todos los detalles del incidente todavía.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	La ciudad de Los Angeles sufrió el mismo destino, siendo arrasada por las <bombas>, un indeterminado grupo de ciudadanos lograron refugiarse dentro del refugio LA, el cual aun siendo de exhibición, logró su cometido y mantuvo a salvo a todos sus moradores de la devastación nuclear.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.sx	a7.s2
bomba-n	Mi departamento en Viena fue destruido por una <bomba> y es posible que el Hochreit, donde guardamos la mayoría de nuestras obras de arte para tenerlas a salvo, también haya sido destruido, pues esa zona vivió algunos de los más fuertes combates y las casas de los alrededores han sido convertidas en cuarteles alemanes.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	De los rayos x a la <bomba> atómica (Leonardo Moledo y Máximo Rudelli, Editorial Sudamericana, 1996), que narra su encuentro con el físico alemán Werner Heisenberg, en el marco de la carrera entre el bando aliado y los nazis para la obtención de la bomba atómica.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Se le ha cambiado bomba del aceite, rectificada de cigueñal, cambio de levas, rectificada de culata, empaquetadura completa, valvulas, guias, bujias, boinas, sensor ckp, cuerpo de aceleracion, sensor map, <bomba> de gasolina, filtro de gasolina, catalizador, bateria, alternador, potencializador de pedal y sigue com el mismo problema.	a1.s8	a2.s3	a3.s20	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	La decisión del Gobierno de España de aprobar una moratoria unilateral al uso, producción y ventas de las <bombas> de racimo en julio de 2008 perjudicó seriamente el negocio de Instalaza, una empresa zaragozana que era el único fabricante español de este tipo de artefactos en ese momento, con sus granadas de mortero MAT-120.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Este caso lo explicaré mejor con un ejemplo con <bomba> de insulina concretamente: Cuando llego al control de las 10:30h me dice encontrarse muy mal, con dolor de cabeza y ganas de vomitar.	a1.s4	a2.s4	a3.s6	a4.s4	a5.s1	a6.s2	a7.s1
bomba-n	Así, cerca de las 2:00 de mañana del 30 de agosto, cuatro hombres lanzaron excremento en llamas y <bombas> molotov contra la sede del rotativo.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Fue una entrevista de dos horas llena de bomba tras <bomba> que se sintió como sacada directamente de la ficción relacionada con la realeza más convincente, y que podría convertirse en la mejor temporada del galardonado drama de Netflix relacionado con la realeza, "The Crown".	a1.sx	a2.sx	a3.s1	a4.s2	a5.s2	a6.sx	a7.s2
bomba-n	En 1.985 la masacre de Tacueyó dejó 169 víctimas, en 2011 una <bomba> contra la casa de justicia de Toribió acabó con la vida de 3 policías y 9 campesinos, y hoy esta población que ha sido objeto de más de 200 ataques en su historia, vuelve a llorar a los suyos tras el asesinato el pasado martes de cinco indígenas NASA, entre ellos, la gobernadora del resguardo.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Corea del Norte dijo el domingo que había probado con éxito una <bomba> de hidrógeno diseñada para viajar en un misil balístico intercontinental, según un anuncio en la televisora estatal excelsior.com.mx SEÚL, Corea del...	a1.s1	a2.s1	a3.s14	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Echemos un vistazo fuera de los partes de guerra de los telediarios a la realidad cotidiana del pueblo árabe (en Palestina, en Iraq o ahora en Libia), que vive y muere bajo nuestras <bombas> o las de nuestros aliados en una misma guerra, una guerra eterna...	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Gernika bajo las <bombas> es una película de 150 minutos de duración, dividida en dos capítulos para ser emitida en televisión, cuenta la historia de varias personas cuyas vidas se entrelazan de una u otra forma bajo el bombardeo que sufrió Gernika el 26 de abril de 1937, por la legión Cóndor.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Dices que no he dicho nada, pues creo que hablamos el mismo idioma, te repito que el trombón de varas se afina con las <bomba> o bombas en función de los cilindros transpositores si los tiene, aunque los profesores de verdad siempre hemos tocado sin cilindros	a1.sx	a2.sx	a3.s1	a4.s1	a5.s2	a6.sx	a7.s2
bomba-n	Estados Unidos se dio cuenta de que sus <bombas> contra los edificios de piedra de Europa sería ineficaces contra las ciudades japonesas, construidas mayormente de madera y papel; PEI fue asignado para trabajar en bombas incendiarias.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Y las otras fotos de Gijón bajo las <bombas>.	a1.s1	a2.s1	a3.s5	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Leí "Fiesta bajo las <bombas>" de Elias Canetti y me resultó un tipo engreído y chismoso.	a1.s7	a2.sx	a3.s19	a4.s1	a5.s2	a6.sx	a7.s2
bomba-n	Sin embargo, una <bomba> nuclear explotando es un reactor nuclear.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	El gas se somete a un lavado en el lavadero existente instalado para el horno de cal y, posteriormente, se bombea mediante una <bomba> de gas existente a los tanques de carbonatación.	a1.s2	a2.sx	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Las bombas no son "occidentales", eso no tiene sentido, las <bombas> son bombas.	a1.sx	a2.sx	a3.s1	a4.s1	a5.s1	a6.sx	a7.s1
bomba-n	"Recibimos informaciones de que Yemaa Islamiya, en coordinación con Marwan (alias del líder), planeó detonar una <bomba> contra el convoy papal en Manila el 18 de enero de 2015", detalló Getulio Napeñas, director de la Policía y exjefe de la Fuerza de Acción Especial ante el Senado.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	El petróleo sale a la superficie por la presión del gas situado sobre sus yacimientos o la expansión del gas disuelto en él; si la presión natural no basta, se extrae mediante <bombas>.	a1.s2	a2.sx	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Después de la explosión de una <bomba> camuflada dentro de un basurero en la estación del metro Los Militares el día lunes 8 de septiembre, que dejó un saldo de catorce personas heridas de diversas consideraciones, pero afortunadamente ninguna fallecida	a1.s1	a2.s1	a3.s7	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	BEIRUT (AP).- Un importante jefe militar del Líbano fue asesinado ayer mediante una potente <bomba> que también dejó otro muerto y varios lesionados en un barrio cristiano de Beirut, lo que agravó aún más la crisis política que atraviesa el país, que no tiene presidente desde el 24 de noviembre por las disputas entre grupos pro sirios y proocidentales.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Versiones con <bombas> verticales sin sello mecánico / bombas centrífugas con sello mecánico especial / bombas magnéticas.	a1.sx	a2.s3	a3.s4	a4.s3	a5.s1	a6.sx	a7.s1
bomba-n	Este concepto es el que permite reducir al mínimo la cantidad de tipos y modelos de <bombas> necesarias para distintos líquidos habituales en la industria química.	a1.s2	a2.s5	a3.s16	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Fue juzgada y condenada a 3.828 años de cárcel de los que 2.232 correspondían al atentado con coche <bomba> contra un autobús en el que viajaban guardias civiles en julio de 1986 en Madrid.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	La calefacción eléctrica mediante <bomba> de calor es mucho más eficiente.	a1.s2	a2.s2	a3.s2	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Cuando Alberto planta la <bomba> bajo el coche en NY, Tony ve a policías cerca y les distrae pretendiendo estar buscando desaparecidos por su perro.	a1.s1	a2.sx	a3.s1	a4.s2	a5.s2	a6.s1	a7.s1
bomba-n	El presidente de Líbano, Michel Aoun, afirmó este viernes que había la posibilidad que las terribles explosiones en el puerto de Beirut fueran causadas por "un cohete o <bomba>" y tendrían su origen en una "una intervención exterior".	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	No es fácil aceptar esta afirmación por el simple hecho de que siempre se nos ha enseñado desde pequeños que el corazón es una <bomba> que impulsa la sangre hacia las arterias, hasta los capilares más pequeños y luego pasa al sistema venoso, así sucesivamente y todo vuelve de nuevo .	a1.sx	a2.s3	a3.s15	a4.s1	a5.s1	a6.s2	a7.s1
bomba-n	Además, ya están listos las <bombas> y compresores para hacer circular el GNL y las dos subestaciones eléctricas que incluso están recibiendo electricidad.	a1.s2	a2.sx	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Si la <bomba> para lodo debe estar sumergida en el agua para bombear los minerales, la serie ZP/SPR de bombas sumergibles verticales es la más recomendable.	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Se han diseñado diferentes modelos de <bombas> de insulina teniendo en cuenta las indicaciones de médicos especialistas y educadores en diabetes, así como los comentarios y deseos de docenas de usuarios de bombas.	a1.s4	a2.s4	a3.s6	a4.s4	a5.s1	a6.s2	a7.s1
bomba-n	Los días 9 y 10 de marzo de 1945, entre 80.000 y 100.000 civiles perecieron bajo las <bombas> incendiarias estadounidenses.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	las cobra m82 de agua llevan la culata aleteada, por eso te parecen de aire, al no llevar <bomba> de agua, lleva ese aleteado para refrigerar lo maximo posible saludos!	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Enero, 20: Acción Cubana se adjudica una <bomba> contra la embajada de Cuba en México.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	La tenaz defensa de la isla por parte de los japoneses de Kuribayashi con el alto coste de vidas americanas fue uno de los criterios que utilizó el presidente Harry Truman para decidirse a aprobar el lanzamiento de las <bombas> atómicas sobre Japón.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	El proyecto de hegemonía económica global, apoyada en la supremacía militar, comenzó formalmente cuando Estados Unidos estableció su hegemonía económica con el sistema Breton Woods, y su supremacía militar con sus <bombas> atómicas en Hiroshima y Nagasaki".59	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	<bombas> centrifugas para mineria	a1.s2	a2.s3	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	El Tribunal Penal de Milán ha condenado a ocho años de prisión en rebeldía al ex dirigente de la banda terrorista ETA, Juan Luis Aguirre Lete, por la colocación en 1991 de dos <bombas> contra oficinas españolas en la capital milanesa.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	SQE es un equipo completo de <bomba> para pozo de 3"para obtener presión constante desde el pozo.	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Las iglesias incendiadas o atacadas con <bombas> son la manifestación externa de ese esfuerzo por desacreditar a las religiones establecidas.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	El sistema acoplado de inyección en flujo (FIA), mostrado en la Figura 1, empleado para introducir las muestras en suspensión, consiste en <bomba> peristáltica Gilson de diez rodillos, cuatro canales y velocidad regulable, mangueras de 1,4 mm de diámetro interno son usadas para el transporte de las muestras y portador.	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Produccion y almacenamiento de agua caliente sanitaria mediante <bomba> de calor integrada.	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	En los casos en que Sandostatin se administra mediante perfusión i.v, debe disolverse normalmente 500 microgramos en 60 mL de suero salino fisiológico, y la solución resultante debe administrarse mediante una <bomba> de perfusión.	a1.sx	a2.sx	a3.s6	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Mientras la Guardia Civil trabaja para determinar el origen de la furgoneta <bomba> contra la casa cuartel de la Instituto Armado en Burgos y el 'modus operandi' del comando etarra, las Fuerzas y Cuerpos de Seguridad del Estado están alerta por otras dos furgonetas que la organización terrorista podría tener listas para atentar.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Uno o varios terroristas de los GRAPO entraron en la basílica y dejaron colocada la <bomba> con un temporizador.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Elevación de las horquillas de la carretilla de baja altura mediante una <bomba> hidráulica, que esaccionada por el operario mediante movimientos de bombeo manual con el timón.	a1.sx	a2.sx	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	El inmueble está muy mejorado, suelos de pergo de muy buena calidad, suelo de porcelanosa en cocina, jardín acondicionado, puertas en color roble, instalación de aire acondicionado con <bomba> de frio y calor en la planta de arriba y abajo individualizadas, carpintería en madera con cristal doble de climalit y paredes alisadas.	a1.s2	a2.s2	a3.s2	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Ya eres una voz más", le comunico con alegría y le pregunto si conocía de otros hechos violentos que refiere el libro como los asesinatos de alfabetizadores, la guerra bacteriológica y los atentados con <bombas> contra hoteles en Cuba...	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Los usos típicos del acero Inoxidable 316 incluyen industrias de producción de alimentos, equipos farmacéuticos, piezas de hornos, intercambiadores de calor, válvulas y <bombas>, equipos químicos y partes para uso marino.	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	ETA coloco un coche <bomba> contra una patrulla de la ertzaintza el 29 de Marzo de 1997.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	... equipo de suministro de energía autónomo, extremadamente compacto y ligero, diseñado para accionar las <bombas> sumergibles portátiles MarFlex.	a1.sx	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	La época media es el período de los grandes descubrimientos geográficos, los cuales fueron posibles al disponer de buques de mayor tamaño que permitían una mejor disposición de las velas, al empleo de la brújula y de las cartas marinas, así como a otros avances tecnológicos como la <bomba> de achique (ideada en 1526 por el español Diego Ribero.)	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	La aerotermia (<bomba> de calor para calefaccion /refrigeracion)es un buen sistema asociado a una calefaccion con suelo radiante , existen varios fabricantes , los hay con circuito frigorifico y otros con sistema aire / agua i tienen la ventaja del consumo reducido y la posibilidad de solucionar tanto el verano como el invierno.	a1.s2	a2.s2	a3.s2	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	(33) las espumas de la celda WS-240 impulsado también mediante la <bomba> de sello húmedo No 05 hacia el muestreador..	a1.s2	a2.sx	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Las bombas en Hiroshima y Nagasaki sorprendieron a los trabajadores del Proyecto Manhattan tanto como al resto del mundo; los diarios en Oak Ridge anunciando que la <bomba> de Hiroshima se vendió por $1 ($13 de hoy[1]).[226][235]	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	"Hemos ido recuperando estación por estación, reparando motores y <bombas>, aquí estamos asumiendo y solucionando desde la raíz.	a1.s2	a2.sx	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Depurador de agua uso mixto 6 etapas sin <bomba>	a1.sx	a2.sx	a3.s13	a4.s3	a5.s1	a6.sx	a7.s1
bomba-n	Si quieres empaparte de cómo un diagnostico equivocado lleva a una situación irreversible, donde la <bomba> de relojería es el dinero que se juegan los oligarcas tienes este enlace: https://ataquealpoder.wordpress.com/2015/09/22/revolucion-a-la-catalana/	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Con una <bomba> de calor geotérmica podemos producir frío y calor simultáneamente con un solo consumo.	a1.s2	a2.s2	a3.s2	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Jardín exterior de exuberante vegetación, con terraza-lounge y con piscina de 12x6 m de 1,2 a 3 metros de profundidad con su sistema de calentado con <bombas> de aire hasta 28 grados o más.	a1.s2	a2.s3	a3.s11	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Si te queda suficiente, siempre puedes crear otra <bomba> de humo.	a1.sx	a2.s1	a3.s8	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Raleigh: Aqui estas, llama a todos, diles que salgan por esa cerca, nos vamos de aqui, recoge algunas cosas, las <bombas> de humo no duraran para siempre, apurate!	a1.sx	a2.s1	a3.s8	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Según el doctor Szilard, "el señor Byrnes no argumentó que fuera necesario utilizar la <bomba> contra las ciudades de Japón para ganar la guerra [...] , el señor Byrnes consideraba que el hecho de que nosotros tuviéramos y utilizáramos la bomba haría a Rusia más manejable en Europa" (Alperovitz.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	La unidad de succión eléctrica cuenta con una <bomba> de vacío de diafragma libre de aceite, de alto flujo y alto vacío, junto con filtros de aire y protección contra inundaciones.	a1.s2	a2.s3	a3.s17	a4.s3	a5.s1	a6.s2	a7.s1
